match_id	MYCN_TPM	MYCN_CN	MYCN_CN_status	molecular_subtype	Kids_First_Participant_ID	Kids_First_Biospecimen_ID	sample_id
PAUBVN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUBVN	TARGET-30-PAUBVN-01A-01D	01
PAUBWP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUBWP	TARGET-30-PAUBWP-01A-01D	01
PAUBYW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUBYW	TARGET-30-PAUBYW-01A-01D	01
PAUCFI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUCFI	TARGET-30-PAUCFI-01A-01D	01
PAUCGP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUCGP	TARGET-30-PAUCGP-01A-01D	01
PAUCIK_01_Solid Tissue_Primary Tumor	12.05	NA	NA	NBL, MYCN non-amplified	PAUCIK	BS_FR9R7VFY	01
PAUCIK_01_Solid Tissue_Primary Tumor	12.05	NA	NA	NBL, MYCN non-amplified	PAUCIK	BS_YMWFA93F	01
PAUCKF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUCKF	TARGET-30-PAUCKF-01A-01D	01
PAUCMD_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PAUCMD	BS_HQYHVPC9	01
PAUCNL_01_Solid Tissue_Primary Tumor	22.84	NA	NA	NBL, MYCN amplified	PAUCNL	BS_HEJAPS03	01
PAUCNL_01_Solid Tissue_Primary Tumor	22.84	NA	NA	NBL, MYCN amplified	PAUCNL	BS_KTHF096D	01
PAUCRL_01_Solid Tissue_Primary Tumor	10.42	NA	NA	NBL, MYCN non-amplified	PAUCRL	BS_PGBR1H2A	01
PAUCRL_01_Solid Tissue_Primary Tumor	10.42	NA	NA	NBL, MYCN non-amplified	PAUCRL	BS_SM1QE9FJ	01
PAUCRL_01_Solid Tissue_Primary Tumor	10.42	NA	NA	NBL, MYCN non-amplified	PAUCRL	TARGET-30-PAUCRL-01A-01D	01
PAUCXF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUCXF	BS_GPNWSW71	01
PAUCXG_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUCXG	BS_G6ASNYWP	01
PAUCYI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUCYI	BS_9YMT5HB4	01
PAUDBX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDBX	TARGET-30-PAUDBX-01A-01D	01
PAUDDK_01_Solid Tissue_Primary Tumor	13.43	NA	NA	NBL, MYCN non-amplified	PAUDDK	TARGET-30-PAUDDK-01A-01D.M	01
PAUDDK_01_Solid Tissue_Primary Tumor	13.43	NA	NA	NBL, MYCN non-amplified	PAUDDK	TARGET-30-PAUDDK-01A-01R	01
PAUDDK_02_Solid Tissue_Recurrence	41.56	NA	NA	NBL, MYCN amplified	PAUDDK	TARGET-30-PAUDDK-02A-01D.M	02
PAUDDK_02_Solid Tissue_Recurrence	41.56	NA	NA	NBL, MYCN amplified	PAUDDK	TARGET-30-PAUDDK-02A-01R	02
PAUDDZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDDZ	TARGET-30-PAUDDZ-01A-01D	01
PAUDEK_01_Solid Tissue_Primary Tumor	NA	3	loss	NBL, MYCN non-amplified	PAUDEK	BS_4ZE1R1FW	01
PAUDFJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDFJ	BS_QXZZY4SJ	01
PAUDFR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDFR	BS_VCXG53E7	01
PAUDFR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDFR	TARGET-30-PAUDFR-01A-01D	01
PAUDIK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDIK	TARGET-30-PAUDIK-01A-01D	01
PAUDMU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDMU	TARGET-30-PAUDMU-01A-01D	01
PAUDPP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDPP	TARGET-30-PAUDPP-01A-01D	01
PAUDVA_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUDVA	TARGET-30-PAUDVA-09A-01D	09
PAUEKP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUEKP	BS_EXDY4JFF	01
PAUELT_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUELT	TARGET-30-PAUELT-01A-01D	01
PAUEWF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUEWF	BS_NWCPQC60	01
PAUEXM_01_Solid Tissue_Primary Tumor	40.38	4	gain	NBL, MYCN non-amplified	PAUEXM	BS_6YYC47K2	01
PAUEXM_01_Solid Tissue_Primary Tumor	40.38	4	gain	NBL, MYCN non-amplified	PAUEXM	BS_WBZBDN0A	01
PAUEYW_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUEYW	TARGET-30-PAUEYW-09A-01D	09
PAUEZU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUEZU	TARGET-30-PAUEZU-01A-01D	01
PAUFFP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFFP	TARGET-30-PAUFFP-01A-01D	01
PAUFHY_01_Solid Tissue_Primary Tumor	1.54	NA	NA	NBL, MYCN non-amplified	PAUFHY	BS_FXDGYFBR	01
PAUFHY_01_Solid Tissue_Primary Tumor	1.54	NA	NA	NBL, MYCN non-amplified	PAUFHY	BS_ZK0GRMB1	01
PAUFIM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFIM	TARGET-30-PAUFIM-01A-01D	01
PAUFIT_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFIT	BS_S8STY9B1	09
PAUFKP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFKP	BS_R2G2TPBV	01
PAUFPG_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFPG	TARGET-30-PAUFPG-01A-01D	01
PAUFSR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFSR	TARGET-30-PAUFSR-01A-01D	01
PAUFSZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFSZ	BS_8ZFK0D8Z	01
PAUFUS_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFUS	TARGET-30-PAUFUS-01A-01D	01
PAUFVW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFVW	TARGET-30-PAUFVW-01A-01D	01
PAUFYH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUFYH	BS_8D7YYP13	01
PAUGGK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUGGK	TARGET-30-PAUGGK-01A-01D	01
PAUGIP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUGIP	TARGET-30-PAUGIP-01A-01D	01
PAUGJI_01_Solid Tissue_Primary Tumor	266.48	NA	amplification	NBL, MYCN amplified	PAUGJI	BS_8MYS5HP4	01
PAUGJI_01_Solid Tissue_Primary Tumor	266.48	NA	amplification	NBL, MYCN amplified	PAUGJI	BS_T5BAS1JN	01
PAUGJI_01_Solid Tissue_Primary Tumor	266.48	NA	amplification	NBL, MYCN amplified	PAUGJI	TARGET-30-PAUGJI-01A-01D	01
PAUGNL_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUGNL	TARGET-30-PAUGNL-01A-01D	01
PAUGRP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUGRP	TARGET-30-PAUGRP-01A-01D	01
PAUGVU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUGVU	BS_1BR81RGD	01
PAUGVZ_01_Solid Tissue_Primary Tumor	15.43	NA	NA	NBL, MYCN amplified	PAUGVZ	BS_J9EH31NM	01
PAUGVZ_01_Solid Tissue_Primary Tumor	15.43	NA	NA	NBL, MYCN amplified	PAUGVZ	BS_NQN1P6QY	01
PAUGVZ_01_Solid Tissue_Primary Tumor	15.43	NA	NA	NBL, MYCN amplified	PAUGVZ	TARGET-30-PAUGVZ-01A-01D	01
PAUGWT_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUGWT	TARGET-30-PAUGWT-01A-01D	01
PAUGZD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUGZD	TARGET-30-PAUGZD-01A-01D	01
PAUHBZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUHBZ	TARGET-30-PAUHBZ-01A-01D	01
PAUHFW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUHFW	TARGET-30-PAUHFW-01A-01D	01
PAUHHW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUHHW	TARGET-30-PAUHHW-01A-01D	01
PAUHIK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUHIK	TARGET-30-PAUHIK-01A-01D	01
PAUHSJ_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PAUHSJ	BS_8C5QG3GE	01
PAUHSJ_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PAUHSJ	TARGET-30-PAUHSJ-01A-01D	01
PAUHXD_01_Solid Tissue_Primary Tumor	22.9	NA	NA	NBL, MYCN amplified	PAUHXD	BS_NV9ZB445	01
PAUHXD_01_Solid Tissue_Primary Tumor	22.9	NA	NA	NBL, MYCN amplified	PAUHXD	BS_VV8GRGZ6	01
PAUHYY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUHYY	TARGET-30-PAUHYY-01A-01D	01
PAUICI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUICI	TARGET-30-PAUICI-01A-01D	01
PAUIDD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUIDD	BS_ZQEDB5RA	01
PAUIFL_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUIFL	TARGET-30-PAUIFL-01A-01D	01
PAUIHH_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PAUIHH	BS_55AHFCX4	01
PAUIHH_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PAUIHH	TARGET-30-PAUIHH-01A-01D	01
PAUIJR_01_Solid Tissue_Primary Tumor	13.05	3	gain	NBL, MYCN non-amplified	PAUIJR	BS_00PH2T1P	01
PAUIJR_01_Solid Tissue_Primary Tumor	13.05	3	gain	NBL, MYCN non-amplified	PAUIJR	BS_P10Y42BX	01
PAUILS_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUILS	BS_Y35YEDFF	01
PAUIRD_01_Solid Tissue_Primary Tumor	27.44	NA	NA	NBL, MYCN amplified	PAUIRD	BS_02X4QTNE	01
PAUIRD_01_Solid Tissue_Primary Tumor	27.44	NA	NA	NBL, MYCN amplified	PAUIRD	BS_20HSXMYQ	01
PAUITU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUITU	TARGET-30-PAUITU-01A-01D	01
PAUIWS_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUIWS	BS_QWC51APP	01
PAUIWS_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUIWS	TARGET-30-PAUIWS-01A-01D	01
PAUJEJ_01_Solid Tissue_Primary Tumor	111.17	5	amplification	NBL, MYCN amplified	PAUJEJ	BS_4J8JK335	01
PAUJEJ_01_Solid Tissue_Primary Tumor	111.17	5	amplification	NBL, MYCN amplified	PAUJEJ	BS_H4TFY19Z	01
PAUJLH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUJLH	TARGET-30-PAUJLH-01A-01D	01
PAUJPC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUJPC	TARGET-30-PAUJPC-01A-01D	01
PAUJRW_01_Solid Tissue_Primary Tumor	352.32	NA	gain	NBL, MYCN amplified	PAUJRW	BS_FJP95JXF	01
PAUJRW_01_Solid Tissue_Primary Tumor	352.32	NA	gain	NBL, MYCN amplified	PAUJRW	BS_ZFJS669M	01
PAUJRW_01_Solid Tissue_Primary Tumor	352.32	NA	gain	NBL, MYCN amplified	PAUJRW	TARGET-30-PAUJRW-01A-01D	01
PAUJTY_01_Solid Tissue_Primary Tumor	14.62	NA	NA	NBL, MYCN non-amplified	PAUJTY	BS_5DXK26YF	01
PAUJTY_01_Solid Tissue_Primary Tumor	14.62	NA	NA	NBL, MYCN non-amplified	PAUJTY	BS_X3F8NMS4	01
PAUJTY_01_Solid Tissue_Primary Tumor	14.62	NA	NA	NBL, MYCN non-amplified	PAUJTY	TARGET-30-PAUJTY-01A-01D	01
PAUJVX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUJVX	TARGET-30-PAUJVX-01A-01D	01
PAUKAP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUKAP	TARGET-30-PAUKAP-01A-01D	01
PAUKAW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUKAW	TARGET-30-PAUKAW-01A-01D	01
PAUKIJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUKIJ	TARGET-30-PAUKIJ-01A-01D	01
PAUKLK_01_Solid Tissue_Primary Tumor	296.15	NA	amplification	NBL, MYCN amplified	PAUKLK	BS_2R0QBATZ	01
PAUKLK_01_Solid Tissue_Primary Tumor	296.15	NA	amplification	NBL, MYCN amplified	PAUKLK	BS_94JMQ7MX	01
PAUKLK_01_Solid Tissue_Primary Tumor	296.15	NA	amplification	NBL, MYCN amplified	PAUKLK	TARGET-30-PAUKLK-01A-01D	01
PAUKNU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUKNU	TARGET-30-PAUKNU-01A-01D	01
PAUKRF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUKRF	TARGET-30-PAUKRF-01A-01D	01
PAUKVC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUKVC	TARGET-30-PAUKVC-01A-01D	01
PAUKYI_01_Solid Tissue_Primary Tumor	1.68	NA	NA	NBL, MYCN non-amplified	PAUKYI	BS_63ACHY8K	01
PAUKYI_01_Solid Tissue_Primary Tumor	1.68	NA	NA	NBL, MYCN non-amplified	PAUKYI	BS_NV00B2Y5	01
PAULBY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAULBY	BS_B95NMCYN	01
PAULDT_01_Solid Tissue_Primary Tumor	27.11	3	neutral	NBL, MYCN non-amplified	PAULDT	BS_5ACNB1BG	01
PAULDT_01_Solid Tissue_Primary Tumor	27.11	3	neutral	NBL, MYCN non-amplified	PAULDT	BS_CN3256VE	01
PAULMT_01_Solid Tissue_Primary Tumor	13.26	NA	NA	NBL, MYCN non-amplified	PAULMT	BS_K59AGJKW	01
PAULMT_01_Solid Tissue_Primary Tumor	13.26	NA	NA	NBL, MYCN non-amplified	PAULMT	BS_YV3MJ2BD	01
PAULMT_01_Solid Tissue_Primary Tumor	13.26	NA	NA	NBL, MYCN non-amplified	PAULMT	TARGET-30-PAULMT-01A-01D	01
PAULNF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAULNF	TARGET-30-PAULNF-01A-01D	01
PAULVH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAULVH	TARGET-30-PAULVH-01A-01D	01
PAULZB_01_Solid Tissue_Primary Tumor	23.37	3	gain	NBL, MYCN non-amplified	PAULZB	BS_BTRGQHM4	01
PAULZB_01_Solid Tissue_Primary Tumor	23.37	3	gain	NBL, MYCN non-amplified	PAULZB	BS_HHNQ3N2V	01
PAUMBB_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUMBB	TARGET-30-PAUMBB-01A-01D	01
PAUMFN_01_Solid Tissue_Primary Tumor	33.64	3	gain	NBL, MYCN non-amplified	PAUMFN	BS_RFEDCJTP	01
PAUMFN_01_Solid Tissue_Primary Tumor	33.64	3	gain	NBL, MYCN non-amplified	PAUMFN	BS_WKVJJF3F	01
PAUMJN_01_Solid Tissue_Primary Tumor	66.35	59	amplification	NBL, MYCN amplified	PAUMJN	BS_CCV91DR0	01
PAUMJN_01_Solid Tissue_Primary Tumor	66.35	59	amplification	NBL, MYCN amplified	PAUMJN	BS_P0BHM8S1	01
PAUMMZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUMMZ	TARGET-30-PAUMMZ-01A-01D	01
PAUMUC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUMUC	TARGET-30-PAUMUC-01A-01D	01
PAUMXC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUMXC	TARGET-30-PAUMXC-01A-01D	01
PAUNBM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUNBM	BS_SFQWVZ4N	01
PAUNST_01_Solid Tissue_Primary Tumor	NA	NA	gain	NBL, MYCN non-amplified	PAUNST	BS_GZG7GH62	01
PAUNST_01_Solid Tissue_Primary Tumor	NA	NA	gain	NBL, MYCN non-amplified	PAUNST	TARGET-30-PAUNST-01A-01D	01
PAUNTY_01_Solid Tissue_Primary Tumor	312.62	NA	NA	NBL, MYCN amplified	PAUNTY	BS_9BZBCZHK	01
PAUNTY_01_Solid Tissue_Primary Tumor	312.62	NA	NA	NBL, MYCN amplified	PAUNTY	BS_VNKT3ZZS	01
PAUNTY_01_Solid Tissue_Primary Tumor	312.62	NA	NA	NBL, MYCN amplified	PAUNTY	TARGET-30-PAUNTY-01A-01D	01
PAUNWR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUNWR	TARGET-30-PAUNWR-01A-01D	01
PAUNZM_01_Solid Tissue_Primary Tumor	26.7	3	gain	NBL, MYCN amplified	PAUNZM	BS_E9YW2KHS	01
PAUNZM_01_Solid Tissue_Primary Tumor	26.7	3	gain	NBL, MYCN amplified	PAUNZM	BS_VR7XMQZ3	01
PAUPDY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUPDY	TARGET-30-PAUPDY-01A-01D	01
PAUPGV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUPGV	TARGET-30-PAUPGV-01A-01D	01
PAUPIC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUPIC	TARGET-30-PAUPIC-01A-01D	01
PAUPKS_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUPKS	BS_TBSPYEEW	01
PAUPMU_01_Solid Tissue_Primary Tumor	3.07	NA	NA	NBL, MYCN amplified	PAUPMU	BS_5QFRPR61	01
PAUPMU_01_Solid Tissue_Primary Tumor	3.07	NA	NA	NBL, MYCN amplified	PAUPMU	BS_FC37XAZK	01
PAUPNE_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUPNE	BS_B5MDTA3Q	01
PAUPNR_01_Solid Tissue_Primary Tumor	21.78	NA	NA	NBL, MYCN amplified	PAUPNR	BS_2ABKFT99	01
PAUPNR_01_Solid Tissue_Primary Tumor	21.78	NA	NA	NBL, MYCN amplified	PAUPNR	BS_QCDCAX7G	01
PAUPRN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUPRN	TARGET-30-PAUPRN-01A-01D	01
PAUPSP_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PAUPSP	BS_J5C6FMYZ	01
PAUPWN_01_Solid Tissue_Primary Tumor	28.78	3	gain	NBL, MYCN non-amplified	PAUPWN	BS_5BB8J64W	01
PAUPWN_01_Solid Tissue_Primary Tumor	28.78	3	gain	NBL, MYCN non-amplified	PAUPWN	BS_T7MWWC0A	01
PAUPWX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUPWX	TARGET-30-PAUPWX-01A-01D	01
PAURCG_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAURCG	TARGET-30-PAURCG-01A-01D	01
PAURCX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAURCX	BS_E2EXBFN7	01
PAURFH_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PAURFH	BS_X242DJMF	01
PAURGD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAURGD	TARGET-30-PAURGD-01A-01D	01
PAURJG_01_Solid Tissue_Primary Tumor	25.32	NA	NA	NBL, MYCN amplified	PAURJG	BS_KF4AR0FG	01
PAURJG_01_Solid Tissue_Primary Tumor	25.32	NA	NA	NBL, MYCN amplified	PAURJG	BS_MMBWD5VD	01
PAURPL_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAURPL	TARGET-30-PAURPL-01A-01D	01
PAURUR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAURUR	TARGET-30-PAURUR-01A-01D	01
PAURYJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAURYJ	TARGET-30-PAURYJ-01A-01D	01
PAURZH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAURZH	TARGET-30-PAURZH-01A-01D	01
PAUSJB_01_Solid Tissue_Primary Tumor	8.68	NA	NA	NBL, MYCN amplified	PAUSJB	BS_BJCTR4C8	01
PAUSJB_01_Solid Tissue_Primary Tumor	8.68	NA	NA	NBL, MYCN amplified	PAUSJB	BS_GB1XPW06	01
PAUSJB_01_Solid Tissue_Primary Tumor	8.68	NA	NA	NBL, MYCN amplified	PAUSJB	TARGET-30-PAUSJB-01A-01D	01
PAUSUV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUSUV	BS_08127AYS	01
PAUSXH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUSXH	TARGET-30-PAUSXH-01A-01D	01
PAUTFB_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUTFB	BS_42Y9E1Q8	01
PAUTFT_01_Solid Tissue_Primary Tumor	86.79	30	amplification	NBL, MYCN amplified	PAUTFT	BS_896YFFGE	01
PAUTFT_01_Solid Tissue_Primary Tumor	86.79	30	amplification	NBL, MYCN amplified	PAUTFT	BS_ZED6T1CT	01
PAUTKJ_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUTKJ	TARGET-30-PAUTKJ-09A-01D	09
PAUTKP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUTKP	TARGET-30-PAUTKP-01A-01D	01
PAUTLP_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PAUTLP	BS_MA4DE9P2	01
PAUTLP_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PAUTLP	TARGET-30-PAUTLP-01A-01D	01
PAUTRA_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PAUTRA	BS_DHC9SHF6	01
PAUTVX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUTVX	TARGET-30-PAUTVX-01A-01D	01
PAUUGT_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUUGT	TARGET-30-PAUUGT-01A-01D	01
PAUUHD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUUHD	TARGET-30-PAUUHD-01A-01D	01
PAUUHH_01_Solid Tissue_Primary Tumor	NA	72	amplification	NBL, MYCN amplified	PAUUHH	BS_56CA6BFQ	01
PAUUHY_01_Solid Tissue_Primary Tumor	NA	145	amplification	NBL, MYCN amplified	PAUUHY	BS_2FPVHEQS	01
PAUUTW_01_Solid Tissue_Primary Tumor	25.81	NA	NA	NBL, MYCN amplified	PAUUTW	BS_H9BW7Y9C	01
PAUUWG_01_Solid Tissue_Primary Tumor	0.83	NA	NA	NBL, MYCN non-amplified	PAUUWG	BS_5CR48ZM7	01
PAUUWG_01_Solid Tissue_Primary Tumor	0.83	NA	NA	NBL, MYCN non-amplified	PAUUWG	BS_TGDZ491N	01
PAUUZU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUUZU	TARGET-30-PAUUZU-01A-01D	01
PAUVML_01_Solid Tissue_Primary Tumor	3.96	NA	NA	NBL, MYCN amplified	PAUVML	BS_591ZWG14	01
PAUVML_01_Solid Tissue_Primary Tumor	3.96	NA	NA	NBL, MYCN amplified	PAUVML	BS_VE90VKZY	01
PAUVPT_01_Solid Tissue_Primary Tumor	9.42	NA	NA	NBL, MYCN amplified	PAUVPT	BS_M7D3Q30Z	01
PAUVPT_01_Solid Tissue_Primary Tumor	9.42	NA	NA	NBL, MYCN amplified	PAUVPT	BS_XME1VS17	01
PAUVTG_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUVTG	BS_P4C0QJ9K	01
PAUVVE_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUVVE	TARGET-30-PAUVVE-01A-01D	01
PAUWBU_01_Solid Tissue_Primary Tumor	24.9	3	gain	NBL, MYCN non-amplified	PAUWBU	BS_2RFA5NWH	01
PAUWBU_01_Solid Tissue_Primary Tumor	24.9	3	gain	NBL, MYCN non-amplified	PAUWBU	BS_JTP91S1A	01
PAUWDK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUWDK	TARGET-30-PAUWDK-01A-01D	01
PAUWED_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUWED	TARGET-30-PAUWED-01A-01D	01
PAUWEV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUWEV	TARGET-30-PAUWEV-01A-01D	01
PAUWFE_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUWFE	TARGET-30-PAUWFE-01A-01D	01
PAUWHB_01_Solid Tissue_Primary Tumor	11.54	NA	NA	NBL, MYCN non-amplified	PAUWHB	BS_NC4PWRVP	01
PAUWHB_01_Solid Tissue_Primary Tumor	11.54	NA	NA	NBL, MYCN non-amplified	PAUWHB	BS_ZPXVVM8K	01
PAUWTC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUWTC	BS_65F8T6N7	01
PAUWXY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUWXY	TARGET-30-PAUWXY-01A-01D	01
PAUWYM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUWYM	TARGET-30-PAUWYM-01A-01D	01
PAUXFZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PAUXFZ	TARGET-30-PAUXFZ-01A-01D	01
PAUXGR_01_Solid Tissue_Primary Tumor	6.93	NA	NA	NBL, MYCN amplified	PAUXGR	BS_8MJNDM75	01
